2021 제2회 아주대학교 온라인 직무박람회 개최(오늘 시작!) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114349&article.offset=930&articleLimit=10
(10/31 마감) LINC+ 2021 제4회 산학협력 우수사례 공모전 참여 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114352&article.offset=930&articleLimit=10
[11.3 수 10시] 2021 아주 바이오·헬스사이언스 리서치페어 - KIURI 연구단 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114354&article.offset=930&articleLimit=10
경기도 공정특별사법경찰단 「찾아가는 불법 사금융 피해상담소」운영 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114356&article.offset=930&articleLimit=10
(*2차 수정*)[다산학부대학](11/03~) 2021-2학기 교양과목 수업운영방식 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114366&article.offset=930&articleLimit=10
[공학교육혁신센터]2021 전국 공학페스티벌 온라인 개최 안내(11/11~12) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114369&article.offset=930&articleLimit=10
[홍보] 2021 아주 바이오·헬스 사이언스 리서치 페어 개최 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114370&article.offset=930&articleLimit=10
[재공지] 코로나극복장학(바르게장학)신청_2021.11.1(월)까지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114371&article.offset=930&articleLimit=10
파란학기 중간교류회 응원댓글 경품 이벤트 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114372&article.offset=930&articleLimit=10
[대학일자리+센터] 아주인 취업성공 후기 모집  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114377&article.offset=920&articleLimit=10
[대학일자리+센터] 아주대  선배님의 슬기로운 회사생활 10문 10답 모집   자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114378&article.offset=920&articleLimit=10
[홍보] 2021 강남구 스타트업 채용 페스티벌 참가자 모집(~10/29 마감) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114380&article.offset=920&articleLimit=10
[정보통신대학] 첨단소프트웨어대학 신설 공청회 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114383&article.offset=920&articleLimit=10
[국제교류팀] 2022-1학기 파견 중국특별교환 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114388&article.offset=920&articleLimit=10
[장학]2022학년도 하이트진로홀딩스 장학생 선발 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114394&article.offset=920&articleLimit=10
[국제교류팀] 2022-1학기 파견 Ajou Home Abroad (유학생 교환) 참가자 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114397&article.offset=920&articleLimit=10
(마감임박 재공지)[국제교류팀] 21-동계 해외단기파견 모집 (~10.31일까지) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114398&article.offset=920&articleLimit=10
[불어권협력센터]『아주대학교-낭트대학교(프랑스) 문화 교류 사업』 참가자 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114402&article.offset=920&articleLimit=10
재공지 [대학일자리+센터] 하반기 진로강연 콘서트(현직자 온라인 Live특강) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114406&article.offset=920&articleLimit=10
[국제교류팀] 2021 파란사다리 최종합격자 발표 지연 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114407&article.offset=910&articleLimit=10
[대학일자리+센터] 2021-동계방학 현장실습지원자를 위한 입사지원서 작성법 특강  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114413&article.offset=910&articleLimit=10
[대학일자리+센터] 놓칠수 없다! 11월 첫주 핫 프로그램 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114414&article.offset=910&articleLimit=10
(!찐찐막!) 장학금 받을 기회! 48개 프로그램중 참여한 프로그램이 있나요? 지금 바로 신청하세요!!(~10/31 23:59까지) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114422&article.offset=910&articleLimit=10
"[Remind][학부] 전공(복수,부,연계,심화전공) 신청 및 취소 기간 안내 (11.01.~11.26.) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114438&article.offset=910&articleLimit=10
[LINC+] 드론 조종자(3종) 국가자격증 취득과정 신청 안내(~11.03(수)) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114439&article.offset=910&articleLimit=10
[오늘] 총장티타임 행사 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114441&article.offset=910&articleLimit=10
2021년 멀티미디어 강의실 점검결과(10월) 및 2021년 (11월) 점검계획입니다. 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114442&article.offset=910&articleLimit=10
[공학교육혁신센터]2021 전국 공학페스티벌 온라인 개최 안내(11/11~12) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114443&article.offset=910&articleLimit=10
[공학교육혁신센터]2021 전국 공학페스티벌 10주년 AR응원메시지(~11/8) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114448&article.offset=910&articleLimit=10
2021 제2회 아주대학교 온라인 직무박람회 개최 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114453&article.offset=900&articleLimit=10
[대학일자리+센터] 대학일자리플러스센터 뉴스레터 제 38호 (2021.11) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114456&article.offset=900&articleLimit=10
[장학-재공지] 2022년 두산연강재단 장학금 신청_11.12(금)까지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114464&article.offset=900&articleLimit=10
"[당일공지] 홈페이지 수정 작업으로 인한 전산 서비스 중지 안내(11/01, 월) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114465&article.offset=900&articleLimit=10
2021-2 파란학기 중간교류회 응원댓글 경품 이벤트 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114466&article.offset=900&articleLimit=10
[메이커스페이스] 블렌더를 활용한 3D모델링 제작 교육(기초+응용) 교육생 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114469&article.offset=900&articleLimit=10
[대학일자리플러스센터] 2021 관광산업 일자리박람회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114474&article.offset=900&articleLimit=10
[대학일자리플러스센터] 2021 KT AIVLE School 1기 모집안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114477&article.offset=900&articleLimit=10
2021 - 2학기 통학버스 운행 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114484&article.offset=900&articleLimit=10
"교수학습개발센터 계약직 모집 (~11.10 까지, 대학 비대면 수업 콘텐츠 및 자료개발 지원사업 ) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114488&article.offset=900&articleLimit=10
(마감임박 재공지) [대학일자리+센터] 하반기 진로강연 콘서트(현직자 온라인 Live특강) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114502&article.offset=890&articleLimit=10
[LINC+] 2021 동계방학 현장실습 온라인설명회 개최 안내 (11.11(목) 14시) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114503&article.offset=890&articleLimit=10
(학사과정)2021-동계 계절학기 국내대학 학점교류 신청 안내(21.11.02.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114504&article.offset=890&articleLimit=10
(재공지)총장과 함께하는 열일곱번째 Book Club에 초대합니다 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114508&article.offset=890&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114510&article.offset=890&articleLimit=10
(안내)2021-2학기 10주차 이후 비대면 수업을 위한 대체 공간 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114515&article.offset=890&articleLimit=10
[학습법] 2021-2학기 온라인 학습법 컨설팅 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114518&article.offset=890&articleLimit=10
[학습법] 2021-2학기 온라인 학습법 특강 수강 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114520&article.offset=890&articleLimit=10
[학습법] 2021-2학기 온라인 학습법 특강 신규 콘텐츠 개발자 모집(기간 연장) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114521&article.offset=890&articleLimit=10
2021 제14회 LINC+ 캡스톤디자인 경진대회 개최 공고 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114522&article.offset=890&articleLimit=10
[국제교류팀] 2022-2학기 파견 교환 및 복수학위 프로그램 선발예고 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114524&article.offset=880&articleLimit=10
 [보건대학원] 2022학년도 전기모집 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114536&article.offset=880&articleLimit=10
(*4차 수정*)[다산학부대학](11/03~) 2021-2학기 교양과목 수업운영방식 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114543&article.offset=880&articleLimit=10
[대학일자리+센터] 청친강소(청년친화 강소기업) 온라인 채용설명회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114544&article.offset=880&articleLimit=10
(오늘마감★) [LINC+] 드론 조종자(3종) 국가자격증 취득과정 신청 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114549&article.offset=880&articleLimit=10
[비교과교육지원센터] 제1회 아주허브 사용후기 공모전 만족도 조사 참여 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114554&article.offset=880&articleLimit=10
보건진료소 파견 의사 진료 재개 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114556&article.offset=880&articleLimit=10
[대학일자리플러스센터] 2021 에브라임이노베이션 CEO 채용설명회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=114558&article.offset=880&articleLimit=10
